filename,window_start,window_end,window_duration,window_frames,eye_contact_ratio,face_visibility_ratio,gaze_center_ratio,valid_gaze_frames,gaze_center_frames,looking_away_total_time,head_pitch_offset_mean,head_pitch_offset_std,head_yaw_mean,head_yaw_std,head_roll_mean,head_roll_std,head_movement_mean_delta,head_movement_stability_score,blink_count,blink_rate_per_minute,gaze_horizontal_ratio_mean,gaze_horizontal_ratio_std,gaze_vertical_ratio_mean,gaze_vertical_ratio_std,primary_gaze_horizontal_ratio,primary_gaze_vertical_ratio,primary_gaze_zone_ratio,secondary_gaze_zone_ratio,gaze_deviation_from_primary_ratio,gaze_deviation_from_primary_mean,primary_head_pitch,primary_head_yaw,head_deviation_from_primary_ratio,head_deviation_from_primary_mean,look_away_level,looking_away,frequent_looking_away,face_not_visible,excessive_head_movement,noticeable_fidgeting,distracted_by_offscreen_activity,camera_or_video_issue,reading_from_screen_or_notes,looking_down_frequently,body_out_of_frame,poor_lighting,background_distraction_visible,hand_to_face_or_hair,annotation_quality,notes
sample10.mp4,99.00,102.00,3.0,9,0.3333,1.0,0.7143,7,5,2.0,5.628,1.6879,0.4741,17.7694,-0.7215,5.9476,3.6552,21.48,2,40.0,0.5555,0.1183,0.6287,0.1639,0.589,0.7129,0.3061,0.198,0.2857,0.1715,176.1994,7.9166,0.5556,16.9116,2,1,1,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,123.00,126.00,3.0,9,0.1111,1.0,0.8889,9,8,2.67,3.9569,2.8295,1.0218,11.2217,-0.6547,2.296,36.2344,2.69,3,60.0,0.5749,0.0914,0.694,0.0917,0.589,0.7129,0.3061,0.198,0.2222,0.1132,176.1994,7.9166,1.0,315.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,126.00,129.00,3.0,9,0.6667,1.0,0.6,5,3,1.0,4.8604,2.982,-4.5897,9.5495,-0.3935,7.2133,18.9773,5.01,2,40.0,0.6587,0.1028,0.7985,0.3071,0.589,0.7129,0.3061,0.198,0.4,0.2728,176.1994,7.9166,0.6667,50.9074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,129.00,132.00,3.0,9,0.4444,1.0,1.0,7,7,1.67,4.6499,2.515,8.0,5.6853,-6.1804,2.6171,18.5466,5.12,4,80.0,0.5508,0.0552,0.6443,0.1724,0.589,0.7129,0.3061,0.198,0.4286,0.1538,176.1994,7.9166,0.3333,120.632,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,135.00,138.00,3.0,9,0.1111,1.0,1.0,8,8,2.67,3.5467,2.6073,-5.9317,10.4395,-0.6744,5.7809,19.5359,4.87,2,40.0,0.5704,0.0343,0.6652,0.0402,0.589,0.7129,0.3061,0.198,0.0,0.0667,176.1994,7.9166,1.0,203.8977,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,159.00,162.00,3.0,9,0.5556,1.0,1.0,5,5,1.33,2.7811,1.8437,4.4873,7.2795,-6.5253,3.7906,4.9581,16.78,1,20.0,0.5509,0.0292,0.766,0.0286,0.589,0.7129,0.3061,0.198,0.0,0.0666,176.1994,7.9166,0.1111,7.2509,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,165.00,168.00,3.0,9,0.8889,1.0,1.0,9,9,0.33,2.1171,0.9573,-17.2442,10.5569,3.4469,7.1913,33.6273,2.89,2,40.0,0.5769,0.0334,0.7096,0.0886,0.589,0.7129,0.3061,0.198,0.0,0.0818,176.1994,7.9166,1.0,319.5512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,168.00,171.00,3.0,9,0.4444,1.0,0.875,8,7,1.67,3.5748,2.6145,9.8525,10.1369,-6.7939,3.8415,18.4475,5.14,3,60.0,0.6049,0.0503,0.6329,0.0823,0.589,0.7129,0.3061,0.198,0.125,0.1134,176.1994,7.9166,0.7778,201.4397,1,1,0,0,1,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,180.00,183.00,3.0,9,0.7778,1.0,0.7778,9,7,0.67,3.1714,3.2612,-0.7064,9.4612,-5.7307,4.3557,63.2002,1.56,2,40.0,0.576,0.0549,0.7179,0.0694,0.589,0.7129,0.3061,0.198,0.0,0.0864,176.1994,7.9166,0.6667,200.5215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,189.00,192.00,3.0,9,0.4444,1.0,1.0,8,8,1.67,4.4507,3.0743,-3.2729,16.7008,-2.3066,6.1917,34.7495,2.8,2,40.0,0.5738,0.034,0.6026,0.1151,0.589,0.7129,0.3061,0.198,0.25,0.1232,176.1994,7.9166,0.6667,161.3562,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,192.00,195.00,3.0,9,0.4444,1.0,0.875,8,7,1.67,2.7476,2.9473,2.0582,10.3639,-6.5379,2.9873,63.138,1.56,2,40.0,0.5401,0.1093,0.6693,0.1051,0.589,0.7129,0.3061,0.198,0.5,0.1432,176.1994,7.9166,0.6667,236.4181,1,1,0,,,,,,,,,,,,clear,
sample10.mp4,198.00,201.00,3.0,9,0.4444,1.0,0.8571,7,6,1.67,3.4442,1.7924,7.1446,10.4069,-1.9095,5.5843,49.1421,1.99,3,60.0,0.5861,0.0478,0.6424,0.1103,0.589,0.7129,0.3061,0.198,0.1429,0.1268,176.1994,7.9166,0.4444,123.3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,204.00,207.00,3.0,9,0.6667,1.0,0.8889,9,8,1.0,2.6106,1.3018,-3.9511,15.1797,0.1381,6.6343,47.8035,2.05,1,20.0,0.5957,0.058,0.6282,0.1274,0.589,0.7129,0.3061,0.198,0.2222,0.1289,176.1994,7.9166,0.8889,131.777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample10.mp4,219.00,222.00,3.0,9,0.1111,1.0,0.7778,9,7,2.67,4.5764,3.8871,2.9647,12.4984,-5.4814,3.9091,20.2107,4.71,2,40.0,0.5447,0.093,0.7398,0.1032,0.589,0.7129,0.3061,0.198,0.3333,0.1245,176.1994,7.9166,0.5556,158.829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample10.mp4,246.00,249.00,3.0,9,0.7778,1.0,0.875,8,7,0.67,3.0092,1.1455,1.8301,9.3982,-2.7657,5.1373,19.1044,4.97,1,20.0,0.5761,0.0555,0.6946,0.1435,0.589,0.7129,0.3061,0.198,0.25,0.1416,176.1994,7.9166,0.7778,276.5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,12.00,15.00,3.0,9,0.7778,1.0,0.5,2,1,0.49,9.843,1.7601,-0.9439,16.92,-3.4313,4.2692,8.6194,10.4,1,20.0,0.6159,0.042,0.7554,0.1112,0.5851,0.8344,0.2158,0.174,0.5,0.1189,171.1537,23.1872,0.5556,24.2222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,15.00,18.00,3.0,9,0.2222,1.0,1.0,6,6,2.14,9.2183,1.584,1.0991,13.744,-3.5865,2.9523,6.09,14.1,2,40.0,0.5116,0.0634,0.9004,0.0971,0.5851,0.8344,0.2158,0.174,0.3333,0.1242,171.1537,23.1872,0.6667,22.1626,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,21.00,24.00,3.0,9,0.2222,1.0,1.0,6,6,2.06,8.8583,1.3137,1.759,15.9692,-6.9362,3.8931,4.6477,17.71,4,80.0,0.5539,0.0237,0.8257,0.0763,0.5851,0.8344,0.2158,0.174,0.0,0.0723,171.1537,23.1872,0.4444,21.4977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,39.00,42.00,3.0,9,0.1111,1.0,1.0,8,8,2.52,8.7353,1.3698,15.1288,14.6487,-9.1826,3.6834,3.1941,23.84,2,40.0,0.5418,0.0526,0.8131,0.055,0.5851,0.8344,0.2158,0.174,0.0,0.0833,171.1537,23.1872,0.2222,9.6922,0,0,0,0,0,0,0,0,0,0,1,0,0,1,clear,
sample11.mp4,45.00,48.00,3.0,9,0.4444,1.0,1.0,5,5,1.69,8.0653,0.9968,24.0163,3.5771,-11.4055,1.3078,1.899,34.49,1,20.0,0.5256,0.0361,0.8648,0.0576,0.5851,0.8344,0.2158,0.174,0.0,0.0806,171.1537,23.1872,0.0,3.5742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,87.00,90.00,3.0,9,0.7778,1.0,1.0,4,4,0.67,7.8373,1.2382,24.2731,2.7429,-11.7098,0.8931,1.2166,45.11,1,20.0,0.5628,0.0705,0.7289,0.226,0.5851,0.8344,0.2158,0.174,0.75,0.2258,171.1537,23.1872,0.0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,93.00,96.00,3.0,9,0.3333,1.0,0.8333,6,5,1.85,7.8864,0.5538,24.7965,2.0818,-8.3871,1.3099,1.1292,46.97,4,80.0,0.4795,0.0648,0.7859,0.1273,0.5851,0.8344,0.2158,0.174,0.5,0.176,171.1537,23.1872,0.0,2.5384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,96.00,99.00,3.0,9,0.2222,1.0,1.0,7,7,2.15,7.9893,1.524,17.3271,13.099,-5.6346,4.0608,2.8819,25.76,2,40.0,0.5675,0.0893,0.8115,0.0904,0.5851,0.8344,0.2158,0.174,0.1429,0.1145,171.1537,23.1872,0.2222,8.9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,147.00,150.00,3.0,9,0.2222,1.0,1.0,8,8,2.19,8.6617,0.842,23.9129,3.2071,-13.5365,1.1243,1.1505,46.5,3,60.0,0.4714,0.0524,0.8097,0.096,0.5851,0.8344,0.2158,0.174,0.25,0.1486,171.1537,23.1872,0.0,2.9714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,159.00,162.00,3.0,9,0.3333,1.0,1.0,4,4,2.02,8.5439,1.6311,0.3571,15.3611,-6.3736,4.0127,7.9495,11.17,1,20.0,0.5598,0.0322,0.8036,0.071,0.5851,0.8344,0.2158,0.174,0.0,0.0752,171.1537,23.1872,0.5556,22.9933,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,165.00,168.00,3.0,9,0.3333,1.0,1.0,6,6,2.02,8.712,2.5126,0.3932,18.1529,-6.598,5.4876,6.491,13.35,2,40.0,0.5419,0.058,0.8147,0.0553,0.5851,0.8344,0.2158,0.174,0.1667,0.0737,171.1537,23.1872,0.6667,23.1749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,177.00,180.00,3.0,9,0.6667,1.0,1.0,4,4,0.81,7.8218,1.3129,20.3459,2.872,-10.4943,1.0,1.712,36.87,1,20.0,0.5607,0.0586,0.687,0.1222,0.5851,0.8344,0.2158,0.174,0.25,0.1922,171.1537,23.1872,0.0,3.3774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,180.00,183.00,3.0,9,0.1111,1.0,0.875,8,7,2.46,8.2137,1.4552,15.3264,9.8654,-8.5931,2.685,3.1939,23.84,2,40.0,0.5355,0.085,0.9273,0.0823,0.5851,0.8344,0.2158,0.174,0.25,0.1517,171.1537,23.1872,0.1111,8.1801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,189.00,192.00,3.0,8,0.0,1.0,1.0,8,8,2.68,8.2808,1.9294,5.9887,12.8717,-7.6763,3.5675,3.5981,21.75,4,80.0,0.5426,0.0614,0.8407,0.0689,0.5851,0.8344,0.2158,0.174,0.0,0.0927,171.1537,23.1872,0.625,17.7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample11.mp4,192.00,195.00,3.0,9,0.4444,1.0,1.0,4,4,1.63,9.3281,1.9516,-2.0943,16.9035,-6.6185,3.9175,5.0244,16.6,1,20.0,0.4864,0.0614,0.8092,0.2302,0.5851,0.8344,0.2158,0.174,1.0,0.253,171.1537,23.1872,0.5556,25.4471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,210.00,213.00,3.0,9,0.4444,1.0,1.0,2,2,1.69,7.2305,1.6245,4.8206,13.4071,-5.3775,3.0335,9.117,9.88,1,20.0,0.5372,0.0767,0.6763,0.0417,0.5851,0.8344,0.2158,0.174,0.5,0.1862,171.1537,23.1872,0.5556,18.6214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,222.00,225.00,3.0,9,0.6667,1.0,1.0,3,3,1.01,8.0852,1.4848,10.6155,15.1959,-9.3699,3.9088,5.0012,16.66,2,40.0,0.5237,0.0552,0.7934,0.1415,0.5851,0.8344,0.2158,0.174,0.3333,0.1571,171.1537,23.1872,0.2222,12.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,225.00,228.00,3.0,9,0.0,1.0,1.0,8,8,2.91,9.1505,1.261,-8.0732,16.4144,-4.7027,3.4661,3.8476,20.63,2,40.0,0.5018,0.0765,0.8818,0.0979,0.5851,0.8344,0.2158,0.174,0.25,0.14,171.1537,23.1872,0.7778,31.3103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample11.mp4,228.00,231.00,3.0,9,0.1111,1.0,1.0,7,7,2.54,10.5429,1.1182,-15.4828,6.4865,-1.712,1.825,3.7392,21.1,2,40.0,0.531,0.0694,0.8734,0.0446,0.5851,0.8344,0.2158,0.174,0.1429,0.0817,171.1537,23.1872,1.0,38.721,1,1,0,0,0,0,0,0,0,0,1,0,0,0,clear,
sample12.mp4,0.00,3.00,3.0,9,0.0,1.0,0.8889,9,8,3.0,0.9659,0.5427,-16.0226,9.9988,1.9007,1.0294,48.3421,2.03,1,20.0,0.5925,0.0304,0.7632,0.0359,0.5891,0.9534,0.2164,0.1877,0.7778,0.1926,178.9682,-15.7791,0.3333,85.6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample12.mp4,9.00,12.00,3.0,8,0.625,1.0,1.0,7,7,1.07,0.8947,0.6072,-14.6481,6.7922,1.7222,0.9359,54.0514,1.82,3,60.0,0.5358,0.0471,0.6482,0.0333,0.5891,0.9534,0.2164,0.1877,1.0,0.3135,178.9682,-15.7791,0.625,225.2615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample12.mp4,72.00,75.00,3.0,8,0.375,1.0,0.625,8,5,1.79,0.9928,0.5305,-11.4905,3.6702,0.4339,0.5998,35.4496,2.74,1,20.0,0.6447,0.1008,0.9649,0.0704,0.5891,0.9534,0.2164,0.1877,0.25,0.1075,178.9682,-15.7791,0.875,313.3698,1,1,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample12.mp4,81.00,84.00,3.0,9,0.5556,1.0,0.5556,9,5,1.14,1.1154,0.6858,-14.4609,5.5054,0.6624,0.477,32.0086,3.03,2,40.0,0.6236,0.1138,0.8119,0.1473,0.5891,0.9534,0.2164,0.1877,0.5556,0.2191,178.9682,-15.7791,0.8889,318.609,1,1,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample12.mp4,126.00,129.00,3.0,9,0.8889,1.0,0.875,8,7,0.36,1.0973,0.6432,-15.9054,4.0717,0.9206,0.7253,46.1015,2.12,2,40.0,0.5552,0.0519,0.7943,0.0788,0.5891,0.9534,0.2164,0.1877,0.375,0.1732,178.9682,-15.7791,0.2222,82.0169,1,1,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample12.mp4,129.00,132.00,3.0,8,1.0,1.0,1.0,8,8,0.0,0.7177,0.5273,-10.8304,8.0427,-0.2243,1.087,37.0418,2.63,1,20.0,0.5771,0.015,0.8836,0.0426,0.5891,0.9534,0.2164,0.1877,0.0,0.074,178.9682,-15.7791,0.375,50.1588,0,0,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample12.mp4,180.00,183.00,3.0,9,0.4444,1.0,1.0,9,9,1.57,1.5185,0.7802,-10.7714,3.2647,-0.1059,0.3364,1.6214,38.15,1,20.0,0.5511,0.023,0.9664,0.0436,0.5891,0.9534,0.2164,0.1877,0.0,0.0599,178.9682,-15.7791,0.0,5.2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample12.mp4,183.00,186.00,3.0,8,0.75,1.0,0.75,8,6,0.71,1.853,0.8247,-10.7594,4.1514,-0.0664,0.4359,2.0398,32.9,1,20.0,0.6083,0.0613,0.953,0.0345,0.5891,0.9534,0.2164,0.1877,0.0,0.0685,178.9682,-15.7791,0.125,5.3546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,clear,
sample12.mp4,189.00,192.00,3.0,8,0.0,1.0,0.875,8,7,2.71,0.896,0.7056,-8.8865,4.2333,0.8947,0.3608,36.4055,2.67,1,20.0,0.5766,0.0977,1.1263,0.137,0.5891,0.9534,0.2164,0.1877,0.375,0.1923,178.9682,-15.7791,0.125,50.3491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample12.mp4,219.00,222.00,3.0,8,0.625,1.0,1.0,8,8,1.07,1.9162,0.9395,-9.0332,10.0648,0.2364,1.5026,20.3116,4.69,1,20.0,0.6147,0.0177,0.9176,0.0796,0.5891,0.9534,0.2164,0.1877,0.125,0.0791,178.9682,-15.7791,0.5,54.1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,9.00,12.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.2404,0.9617,-17.6574,1.8688,2.2154,0.3208,1.1627,46.24,0,0.0,0.5734,0.0164,0.5499,0.0135,0.5727,0.5567,0.5333,0.3648,0.0,0.0204,175.2872,-17.3527,0.0,1.9113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,30.00,33.00,3.0,9,1.0,1.0,1.0,9,9,0.0,3.5213,1.0452,-13.7489,4.0704,1.5349,0.4124,2.2644,30.63,0,0.0,0.5576,0.0188,0.5424,0.0163,0.5727,0.5567,0.5333,0.3648,0.0,0.0305,175.2872,-17.3527,0.0,4.9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,36.00,39.00,3.0,9,1.0,1.0,1.0,9,9,0.0,5.5578,0.9294,-19.4999,2.3445,3.0988,0.7705,1.386,41.91,0,0.0,0.5623,0.0262,0.5349,0.0198,0.5727,0.5567,0.5333,0.3648,0.0,0.0382,175.2872,-17.3527,0.0,3.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,63.00,66.00,3.0,9,0.8889,1.0,1.0,9,9,0.33,5.5575,0.6886,-20.9039,1.5323,3.6165,0.2797,1.143,46.66,1,20.0,0.5672,0.0186,0.5785,0.0625,0.5727,0.5567,0.5333,0.3648,0.0,0.05,175.2872,-17.3527,0.0,3.7511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,72.00,75.00,3.0,9,1.0,1.0,1.0,9,9,0.0,5.2454,1.4126,-20.6458,1.2092,4.1011,0.2172,0.9889,50.28,0,0.0,0.5702,0.0141,0.5622,0.0174,0.5727,0.5567,0.5333,0.3648,0.0,0.0211,175.2872,-17.3527,0.0,3.6801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,75.00,78.00,3.0,9,1.0,1.0,1.0,9,9,0.0,5.469,0.6521,-21.7209,1.1307,3.9399,0.319,0.8652,53.61,0,0.0,0.5543,0.0185,0.5441,0.0206,0.5727,0.5567,0.5333,0.3648,0.0,0.0341,175.2872,-17.3527,0.0,4.4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,81.00,84.00,3.0,9,1.0,1.0,1.0,9,9,0.0,5.1348,0.9661,-20.5575,1.155,3.7653,0.2339,0.9653,50.88,0,0.0,0.5688,0.0199,0.5428,0.0178,0.5727,0.5567,0.5333,0.3648,0.0,0.0265,175.2872,-17.3527,0.0,3.3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,96.00,99.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.7688,0.6922,-20.5364,1.3929,3.7387,0.3169,1.0374,49.08,0,0.0,0.5741,0.0122,0.5186,0.0183,0.5727,0.5567,0.5333,0.3648,0.0,0.0399,175.2872,-17.3527,0.0,3.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,99.00,102.00,3.0,9,1.0,1.0,1.0,9,9,0.0,4.8886,0.6156,-16.6231,6.6013,1.7613,2.3968,2.0248,33.06,0,0.0,0.5724,0.016,0.5331,0.021,0.5727,0.5567,0.5333,0.3648,0.0,0.0295,175.2872,-17.3527,0.1111,5.2483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
sample13.mp4,102.00,105.00,3.0,9,0.7778,1.0,1.0,9,9,0.56,3.7431,1.211,-4.0731,9.3193,-0.7014,0.9041,4.141,19.45,0,0.0,0.5609,0.0174,0.5589,0.0262,0.5727,0.5567,0.5333,0.3648,0.0,0.0315,175.2872,-17.3527,0.5556,13.8201,0,0,0,,,,,,,,,,,,clear,
sample13.mp4,108.00,111.00,3.0,9,0.8889,1.0,1.0,9,9,0.33,3.4446,1.1766,-7.2068,7.4512,0.1605,0.4773,3.9733,20.11,0,0.0,0.5704,0.0115,0.5528,0.0192,0.5727,0.5567,0.5333,0.3648,0.0,0.0217,175.2872,-17.3527,0.3333,10.3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clear,
